tool_name,route,category,registry_status,indexable,sitemap_included,navigation_discoverable,category_discoverable,search_discoverable,functional_status,verification_status,tested_inputs,expected_output,actual_output,output_verified,desktop_status,mobile_status,accessibility_status,privacy_model,external_dependencies,known_limitations,gsc_impressions,gsc_clicks,gsc_position,demand_status,correctness_score,demand_score,differentiation_score,strategic_fit_score,maintainability_score,total_score,recommendation,highest_defect_severity,defect_summary,evidence,recommended_seo_action,recommended_product_action,original_defect,resolution_status,remediation_files,remediation_tests,remediation_evidence,post_remediation_recommendation,remaining_risks
Weight Converter,/calc/convert/weight,calc,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,1 kg → 2.20462 lb,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative mass and overflow are accepted/displayable.,Observed browser/source result and audit comparison: Negative mass and overflow are accepted/displayable.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative mass and overflow are accepted/displayable.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,11,14,9,UNKNOWN,KEEP,P3,Negative mass and overflow are accepted/displayable.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative mass and overflow are accepted/displayable.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative mass and overflow are accepted/displayable.",Negative mass and overflow are accepted/displayable.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative mass and overflow are accepted/displayable.
Temperature Converter,/calc/convert/temperature,calc,live,YES,YES,NO,YES,YES,WORKING_WITH_UNVERIFIED_OR_DEFECTIVE_EDGES,PARTIAL,32°F → 0°C,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Values below absolute zero are accepted; Kelvin can be negative.,Observed browser/source result and audit comparison: Values below absolute zero are accepted; Kelvin can be negative.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Values below absolute zero are accepted; Kelvin can be negative.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,25,UNKNOWN,12,14,8,UNKNOWN,FIX,P2,Values below absolute zero are accepted; Kelvin can be negative.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Values below absolute zero are accepted; Kelvin can be negative.,Do not promote; retain current URL pending repair and demand/backlink evidence; reassess indexation only through a separate approved SEO change,"Repair or narrow the user-visible promise before promotion, then add an independent regression for this documented limitation: Values below absolute zero are accepted; Kelvin can be negative.",Values below absolute zero are accepted; Kelvin can be negative.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FIX,Values below absolute zero are accepted; Kelvin can be negative.
Volume Converter,/calc/convert/volume,calc,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,1 L → 0.264172 US gal,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative physical volume and overflow accepted.,Observed browser/source result and audit comparison: Negative physical volume and overflow accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative physical volume and overflow accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,11,14,9,UNKNOWN,KEEP,P3,Negative physical volume and overflow accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative physical volume and overflow accepted.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative physical volume and overflow accepted.",Negative physical volume and overflow accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative physical volume and overflow accepted.
Area Converter,/calc/convert/area,calc,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,1 m² → 10.7639 ft²,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative physical area and overflow accepted.,Observed browser/source result and audit comparison: Negative physical area and overflow accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative physical area and overflow accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,11,14,9,UNKNOWN,KEEP,P3,Negative physical area and overflow accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative physical area and overflow accepted.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative physical area and overflow accepted.",Negative physical area and overflow accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative physical area and overflow accepted.
Speed Converter,/calc/convert/speed,calc,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,60 mph → 96.5606 km/h,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative physical speed accepted.,Observed browser/source result and audit comparison: Negative physical speed accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative physical speed accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,11,14,9,UNKNOWN,KEEP,P3,Negative physical speed accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative physical speed accepted.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative physical speed accepted.",Negative physical speed accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative physical speed accepted.
Time Converter,/calc/convert/time,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,1 hour → 60 minutes,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Month is labeled average (30.4375 d); year uses 365.25 d.,Observed browser/source result and audit comparison: Month is labeled average (30.4375 d); year uses 365.25 d.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Month is labeled average (30.4375 d); year uses 365.25 d.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30,UNKNOWN,11,14,9,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Month is labeled average (30.4375 d); year uses 365.25 d.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Month is labeled average (30.4375 d); year uses 365.25 d.",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Month is labeled average (30.4375 d); year uses 365.25 d.
Data Size Converter,/calc/convert/data,calc,live,YES,YES,NO,YES,YES,WORKING_WITH_UNVERIFIED_OR_DEFECTIVE_EDGES,PARTIAL,1024 MB → 1 GB,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.,Observed browser/source result and audit comparison: Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,25,UNKNOWN,12,15,7,UNKNOWN,FIX,P2,Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.,Do not promote; retain current URL pending repair and demand/backlink evidence; reassess indexation only through a separate approved SEO change,"Repair or narrow the user-visible promise before promotion, then add an independent regression for this documented limitation: Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.",Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FIX,Uses binary 1024 factors while labeling units MB/GB rather than MiB/GiB; this conflicts with SI meanings even though site copy discloses the choice.
Pressure Converter,/calc/convert/pressure,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,1 psi → 0.0689476 bar,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative gauge/absolute context is not distinguished.,Observed browser/source result and audit comparison: Negative gauge/absolute context is not distinguished.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative gauge/absolute context is not distinguished.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,12,14,9,UNKNOWN,KEEP,P3,Negative gauge/absolute context is not distinguished.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative gauge/absolute context is not distinguished.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative gauge/absolute context is not distinguished.",Negative gauge/absolute context is not distinguished.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative gauge/absolute context is not distinguished.
Energy Converter,/calc/convert/energy,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,1 kcal → 4.184 kJ,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: kcal is correctly treated as food kilocalorie; no nutritional advice.,Observed browser/source result and audit comparison: kcal is correctly treated as food kilocalorie; no nutritional advice.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,kcal is correctly treated as food kilocalorie; no nutritional advice.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30,UNKNOWN,12,14,9,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; kcal is correctly treated as food kilocalorie; no nutritional advice.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: kcal is correctly treated as food kilocalorie; no nutritional advice.",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,kcal is correctly treated as food kilocalorie; no nutritional advice.
Frequency Converter,/calc/convert/frequency,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,1000 MHz → 1 GHz,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative frequency accepted.,Observed browser/source result and audit comparison: Negative frequency accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative frequency accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,11,14,9,UNKNOWN,KEEP,P3,Negative frequency accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative frequency accepted.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative frequency accepted.",Negative frequency accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative frequency accepted.
Fuel Economy Converter,/calc/convert/fuel-economy,calc,live,YES,YES,NO,NO,YES,WORKING_WITH_UNVERIFIED_OR_DEFECTIVE_EDGES,PARTIAL,30 mpg (US) → 7.8405 L/100 km,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.,Observed browser/source result and audit comparison: Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,24,UNKNOWN,14,14,7,UNKNOWN,FIX,P2,Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.,Do not promote; retain current URL pending repair and demand/backlink evidence; reassess indexation only through a separate approved SEO change,"Repair or narrow the user-visible promise before promotion, then add an independent regression for this documented limitation: Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.",Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FIX,Inverse conversions map zero to zero rather than undefined/infinite; UK/US gallon choice otherwise explicit.
Angle Converter,/calc/convert/angle,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,180° → 3.14159 rad,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative angles are mathematically valid; huge-value precision is limited by IEEE-754.,Observed browser/source result and audit comparison: Negative angles are mathematically valid; huge-value precision is limited by IEEE-754.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative angles are mathematically valid; huge-value precision is limited by IEEE-754.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30,UNKNOWN,11,14,9,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative angles are mathematically valid; huge-value precision is limited by IEEE-754.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative angles are mathematically valid; huge-value precision is limited by IEEE-754.",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative angles are mathematically valid; huge-value precision is limited by IEEE-754.
Power Converter,/calc/convert/power,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,1 hp → 0.7457 kW,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Horsepower convention should remain labeled; implementation uses mechanical hp.,Observed browser/source result and audit comparison: Horsepower convention should remain labeled; implementation uses mechanical hp.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Horsepower convention should remain labeled; implementation uses mechanical hp.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,12,14,9,UNKNOWN,KEEP,P3,Horsepower convention should remain labeled; implementation uses mechanical hp.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Horsepower convention should remain labeled; implementation uses mechanical hp.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Horsepower convention should remain labeled; implementation uses mechanical hp.",Horsepower convention should remain labeled; implementation uses mechanical hp.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Horsepower convention should remain labeled; implementation uses mechanical hp.
Force Converter,/calc/convert/force,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,1 N → 0.224809 lbf,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Negative force is valid as direction but direction/sign context is unstated.,Observed browser/source result and audit comparison: Negative force is valid as direction but direction/sign context is unstated.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Negative force is valid as direction but direction/sign context is unstated.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,30,UNKNOWN,11,14,9,UNKNOWN,KEEP,,No confirmed defect in the tested scope; see known limitations and unverified gaps,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Negative force is valid as direction but direction/sign context is unstated.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Negative force is valid as direction but direction/sign context is unstated.",No confirmed defect in the tested scope; see known limitations and unverified gaps,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Negative force is valid as direction but direction/sign context is unstated.
Cooking Converter,/calc/convert/cooking,calc,live,YES,YES,NO,YES,YES,WORKING_IN_TESTED_SCOPE,PASS,1 US cup → 236.588 mL,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.,Observed browser/source result and audit comparison: Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,13,14,9,UNKNOWN,KEEP,P3,Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.,Retain current URL/indexation; validate demand with GSC before promotion or content expansion,"Retain the tool, address the documented limitations, and add missing mobile/accessibility/output evidence before promotion: Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.",Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Cup/tablespoon conventions are U.S. customary; density-based weight conversion is correctly excluded.
CM to Inches Converter,/calc/convert/cm-to-inches,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,10 cm → 3.93701 in,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Exact factor derives from 1 in = 2.54 cm; negative length accepted.,Observed browser/source result and audit comparison: Exact factor derives from 1 in = 2.54 cm; negative length accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Exact factor derives from 1 in = 2.54 cm; negative length accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,2,7,8,UNKNOWN,CONSOLIDATE,P3,Exact factor derives from 1 in = 2.54 cm; negative length accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Exact factor derives from 1 in = 2.54 cm; negative length accepted.,"Do not change the source URL yet. After GSC/backlink evidence and input/result parity, ship one direct 301 to /calc/convert/length, remove the source from sitemap, registry, search, and internal links, and do not serve an intentional 404 or 410.","Consolidate this route into /calc/convert/length after single-pair length intent is proven; retain the source until the approved 301, user migration, discovery cleanup, and rollback window are complete.",Exact factor derives from 1 in = 2.54 cm; negative length accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Exact factor derives from 1 in = 2.54 cm; negative length accepted.
KG to Pounds Converter,/calc/convert/kg-to-lbs,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,10 kg → 22.0462 lb,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Normal factor passes; negative mass accepted.,Observed browser/source result and audit comparison: Normal factor passes; negative mass accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Normal factor passes; negative mass accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,2,7,8,UNKNOWN,CONSOLIDATE,P3,Normal factor passes; negative mass accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Normal factor passes; negative mass accepted.,"Do not change the source URL yet. After GSC/backlink evidence and input/result parity, ship one direct 301 to /calc/convert/weight, remove the source from sitemap, registry, search, and internal links, and do not serve an intentional 404 or 410.","Consolidate this route into /calc/convert/weight after single-pair weight intent is proven; retain the source until the approved 301, user migration, discovery cleanup, and rollback window are complete.",Normal factor passes; negative mass accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Normal factor passes; negative mass accepted.
Miles to Kilometers Converter,/calc/convert/miles-to-km,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,10 mi → 16.09344 km,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Defined factor passes; negative length accepted.,Observed browser/source result and audit comparison: Defined factor passes; negative length accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Defined factor passes; negative length accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,2,7,8,UNKNOWN,CONSOLIDATE,P3,Defined factor passes; negative length accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Defined factor passes; negative length accepted.,"Do not change the source URL yet. After GSC/backlink evidence and input/result parity, ship one direct 301 to /calc/convert/length, remove the source from sitemap, registry, search, and internal links, and do not serve an intentional 404 or 410.","Consolidate this route into /calc/convert/length after single-pair length intent is proven; retain the source until the approved 301, user migration, discovery cleanup, and rollback window are complete.",Defined factor passes; negative length accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Defined factor passes; negative length accepted.
Fahrenheit to Celsius Converter,/calc/convert/fahrenheit-to-celsius,calc,live,YES,YES,NO,NO,YES,WORKING_WITH_UNVERIFIED_OR_DEFECTIVE_EDGES,PARTIAL,32°F → 0°C,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Below-absolute-zero inputs are accepted.,Observed browser/source result and audit comparison: Below-absolute-zero inputs are accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Below-absolute-zero inputs are accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,25,UNKNOWN,2,6,7,UNKNOWN,CONSOLIDATE,P2,Below-absolute-zero inputs are accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Below-absolute-zero inputs are accepted.,"Do not change the source URL yet. After GSC/backlink evidence and input/result parity, ship one direct 301 to /calc/convert/temperature, remove the source from sitemap, registry, search, and internal links, and do not serve an intentional 404 or 410.","Consolidate this route into /calc/convert/temperature after single-pair temperature intent after destination repair is proven; retain the source until the approved 301, user migration, discovery cleanup, and rollback window are complete.",Below-absolute-zero inputs are accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,FIX,Below-absolute-zero inputs are accepted.
Feet to Meters Converter,/calc/convert/feet-to-meters,calc,live,YES,YES,NO,NO,YES,WORKING_IN_TESTED_SCOPE,PASS,10 ft → 3.048 m,Independent formula/domain result for the tested inputs; comparison evidence uses expected → observed: Defined factor passes; negative length accepted.,Observed browser/source result and audit comparison: Defined factor passes; negative length accepted.,TRUE,PASS,UNVERIFIED,PARTIAL,Browser-local calculation; no input upload or persistence observed,No runtime service; embedded formulas/reference data require maintenance ownership,Defined factor passes; negative length accepted.,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,29,UNKNOWN,2,7,8,UNKNOWN,CONSOLIDATE,P3,Defined factor passes; negative length accepted.,reports/audits/tool-integrity/calculators.md; tests/e2e/tool-audit/functional-smoke.spec.ts; tests/e2e/tool-audit/unit-converter-smoke.spec.ts; Defined factor passes; negative length accepted.,"Do not change the source URL yet. After GSC/backlink evidence and input/result parity, ship one direct 301 to /calc/convert/length, remove the source from sitemap, registry, search, and internal links, and do not serve an intentional 404 or 410.","Consolidate this route into /calc/convert/length after single-pair length intent is proven; retain the source until the approved 301, user migration, discovery cleanup, and rollback window are complete.",Defined factor passes; negative length accepted.,NOT_IN_P0_P1_SCOPE,—,—,Historical audit evidence retained; this row was not reclassified in the P0/P1 remediation wave.,KEEP,Defined factor passes; negative length accepted.
